Movie,Year,Plex Status,Source,IMDB ID,TMDB ID,Collections,Tags,Posters,,Matt,Gabe,Griffin,Dan,Andrew,Ice,Image
The Death of Stalin,2017,Yes,,tt4686844,402897,Politics|Comedy,,,,,,,,,,
The Deer Hunter,1978,*Request,,tt0077416,11778,War,,,,,,,,,,
The Departed,2006,Yes,,tt0407887,1422,Crime|Drama,Boston,Crime|Boston,,,,,,,,
The Descent,2005,**Request,,tt0435625,9392,Horror,,,,,,,,,,
The Devil Wears Prada,2006,Yes,,tt0458352,350,Dramedy,,RomCom,,,,,,,,
The Devil's Advocate,1997,Yes,,tt0118971,1813,Legal,,Legal,,,,,,,,
The Devil's Party,1938,,Youtube,tt0030057,218283,Crime|Drama,,,,,,,,,,
The Dictator,2012,**Request,,tt1645170,76493,Comedy,,,,,,,,,,
The Dig,2021,Yes,,tt3661210,532865,History|Drama,,,,,,,,,,
The Dirties,2013,Yes,,tt2334896,159770,Comedy|Crime|Drama,Canadian,,,,,,,,,
The Dirty Dozen,1967,Yes,,tt0061578,1654,War,,,,,,,,,,
The Disaster Artist,2017,Yes,,tt3521126,371638,Biopic|Comedy,,Biopic,,,,,,,,
The Discreet Charm of the Bourgeoisie,1972,**Request,,tt0068361,4593,Comedy,French,,,,,,,,,
The Diving Bell and the Butterfly,2007,*****Request,,tt0401383,2013,Drama,BATS|French,,,,,,,,,
The Divorce of Lady X,1937,*Request,PBS,tt0030063,43850,RomCom,,,,,,,,,,
The Dog of Flanders,1997,Arr - X,,tt0304072,48661,Anime,,,,,,,,,,
The Double ,2013,******Request,,tt1825157,146015,Drama|Supernatural,,,,,,,,,,
The Dream Team,1989,Yes,,tt0097235,14550,Comedy|Crime,,,,,,,,,,
The Duke,2020,Yes,,tt11204094,645689,Biopic|Dramedy,,,,,,,,,,
The Eagle,1925,,,tt0015772,98477,Romance,,,,,,,,,,
The Edge of Heaven,2007,****Request,,tt0880502,2014,Drama,German,,,,,,,,,
The Edge of Seventeen,2016,Yes,,tt1878870,376660,Dramedy,,,,,,,,,,
The Electrical Life of Louis Wain,2021,Yes,,tt10687506,617762,History|Drama,Period,,,,,,,,,
The Elephant Man,1980,***Request,,tt0080678,1955,Biopic|Drama,,,,,,,,,,
The Emoji Movie,2017,,,tt4877122,378236,3D Animation,,,,,,,,,,
The Emperor's New Groove,2000,Yes,,tt0120917,11688,2D Animation,,2D Animation,,,,,,,,
The End of the Tour,2015,****Request,,tt3416744,249688,Biopic|Drama,,,,,,,,,,
The Endless,2017,****Request,,tt3986820,430231,Thriller|Supernatural,,,,,,,,,,
The Enforcer,1976,,,tt0074483,10649,Crime,,,,,,,,,,
The English Patient,1996,*Request,,tt0116209,409,Drama,,,,,,,,,,
The Equalizer,2014,****Request,,tt0455944,156022,Action|Crime,,,,,,,,,,
The Equalizer 2,2018,,,tt3766354,345887,Action|Crime,,,,,,,,,,
The Estate,2020,,,tt10740928,749505,Thriller,,,,,,,,,,
The Eternal Daughter,2022,Yes,,tt13874422,790867,Drama|Mystery,,,,,,,,,,
The Evil Dead,1981,,,tt0083907,764,Horror,,,,,,,,,,
The Ewok Adventure,1984,,,tt0087225,1884,SciFi,,,,,,,,,,
The Exception,2016,******Request,,tt4721124,339987,War|Drama|Romance,,,,,,,,,,
The Exorcism of Emily Rose,2005,***Request,,tt0404032,8643,Horror,,,,,,,,,,
The Exorcist,1973,Yes,,tt0070047,9552,Horror,,Horror,,,,,,,,
The Exorcist III,1990,,,tt0099528,11587,Horror,,,,,,,,,,
The Expendables,2010,*Request,,tt1320253,27578,Action,,,,,,,,,,
The Expendables 2,2012,,,tt1764651,76163,Action,,,,,,,,,,
The Expendables 3,2014,,,tt2333784,138103,Action,,,,,,,,,,
The Expendables 4,,,,tt3291150,299054,Action,,,,,,,,,,
The Express,2008,***Request,,tt0469903,14325,Sports|Biopic,,,,,,,,,,
The Eyes of Tammy Faye,2021,Yes,,tt9115530,601470,Biopic|Drama,,,,,,,,,,
The Fabelmans,2022,****Request,,tt14208870,804095,Drama,,,,,,,,,,
The Fall,2006,Yes,,tt0460791,14784,Adventure|Fantasy,Period,,,,,,,,,
The Family Stone ,2005,,,tt0356680,9043,,,,,,,,,,,
The Farewell,2019,Yes,,tt8637428,565310,Drama,,,,,,,,,,
The Fast And The Furious,1955,*****Request,Youtube,tt0046969,20174,Mystery|Action,,,,,,,,,,
The Fast and the Furious,2001,Yes,,tt0232500,9799,Action,,Action,,,,,,,,
The Fast and the Furious Presents: Hobbs & Shaw,2019,Yes,,tt6806448,384018,Action,,,,,,,,,,
The Fast and the Furious Tokyo Drift,2006,Yes,,tt0463985,9615,Action,,,,,,,,,,
The Fate of the Furious,2017,Yes,,tt4630562,337339,Action,,,,,,,,,,
The Father,2020,****Request,,tt10272386,600354,Drama,,,,,,,,,,
The Father,2020,*Request,,tt10272386,600354,Drama,,,,,,,,,,
The Fault in Our Stars,2014,Yes,,tt2582846,222935,Romance,,,,,,,,,,
The Favourite,2018,***Request,,tt5083738,375262,Dramedy,Period,,,,,,,,,
The Fifth Element,1997,Yes,,tt0119116,18,SciFi,,,,,,,,,,
The Fifth Estate,2013,Yes,,tt1837703,162903,Biopic|Crime|Drama,,,,,,,,,,
The Fifth Seal,1976,****Request,,tt0075467,77660,War|Drama,Hungarian,,,,,,,,,
The Fighter,2010,Yes,,tt0964517,45317,Sports,Boston,Boston,,,,,,,,
The Figting Guerrillas,1943,,,tt0035729,111333,War,Propaganda,,,,,,,,,
The File On Thelma Jordon,1950,*Request,Youtube,tt0041368,35404,Crime|Drama,Noir,,,,,,,,,
The Final Conflict,1981,,,tt0082377,10768,Horror,,,,,,,,,,
The Final Cut,2004,*Request,,tt0364343,11099,SciFi|Thriller,,,,,,,,,,
The Finest Hours,2016,Yes,,tt2025690,300673,Action|History|Drama,,,,,,,,,,
The Firm,1993,Yes,,tt0106918,37233,Legal|Mystery,,,,,,,,,,
The First Christmas,1975,,,tt0073751,80529,Christmas,,,,,,,,,,
The First Wives Club,1996,,,tt0116313,2925,Comedy,,,,,,,,,,
The Fisher King,1991,Yes,,tt0101889,177,Dramedy,Psychology,,,,,,,,,
The Five-Year Engagement ,2012,****Request,,tt1195478,72207,RomCom,,,,,,,,,,
The Flame,1947,*Request,Youtube,tt0039386,65018,Crime,Noir,,,,,,,,,
The Flirting Widow,1930,,,tt0020890,242792,RomCom,,,,,,,,,,
The Florida Project,2017,Yes,,tt5649144,394117,Drama,,,,,,,,,,
The Flowers of St. Francis,1950,,,tt0042477,56518,Religion,,,,,,,,,,
The Flowers of War,2011,Yes,,tt1410063,76758,History|War|Drama,Chinese,,,,,,,,,
The Fly,1986,***Request,,tt0091064,9426,Monster|Horror,,,,,,,,,,
The Fly,1958,**Request,,tt0051622,11815,Monster|Horror,,,,,,,,,,
The Fly II,1989,,,tt0097368,10344,Monster|Horror,,,,,,,,,,
The Flying Deuces,1939,**Request,PBS,tt0031322,22999,War,,,,,,,,,,
The Four Feathers,1939,,,tt0031334,10568,Adventure|War,,,,,,,,,,
The Fox and the Hound,1981,Yes,,tt0082406,10948,2D Animation,,2D Animation,,,,,,,,
The French Connection,1971,*Request,,tt0067116,1051,Crime,,,,,,,,,,
The French Connection,1971,,,tt0067116,1051,Crime,,,,,,,,,,
The French Dispatch,2021,Yes,,tt8847712,542178,Dramedy,,,,,,,,,,
The Freshman,1925,,,tt0015841,42359,,,,,,,,,,,
The Front Page,1931,Yes,,tt0021890,42814,Crime,,,,,,,,,,
The Fugitive,1993,,,tt0106977,5503,Action|Thriller,,,,,,,,,,
The Full Monty,1997,Yes,,tt0119164,9427,Comedy,,,,,,,,,,
The Game,1997,*****Request,,tt0119174,2649,Mystery|Thriller|Drama,,,,,,,,,,
The Game Plan,2007,**Request,,tt0492956,13680,Sports|Comedy|Family,,,,,,,,,,
The Garden of Words,2013,****Request,,tt2591814,198375,Anime,,,,,,,,,,
The Garment Jungle,1957,***Request,Youtube,tt0050424,24468,Crime|Politics,Noir,,,,,,,,,
The General,1926,Yes,,tt0017925,961,Adventure|War,,,,,,,,,,
The Gentlemen,2019,Yes,,tt8367814,522627,Crime|Action,,,,,,,,,,
The Getaway,1972,**Request,,tt0068638,5916,Heist,,,,,,,,,,
The Gift ,2000,*Request,,tt0219699,2046,Horror,,,,,,,,,,
The Girl Next Door,2004,,,tt0265208,10591,RomCom,,,,,,,,,,
The Girl Who Kicked the Hornet's Nest,2009,Yes,,tt1343097,33613,Thriller,Swedish,,,,,,,,,
The Girl Who Leapt Through Time,2006,Yes,,tt0808506,14069,Anime|Time Travel,,,,,,,,,,
The Girl Who Played with Fire,2009,Yes,,tt1216487,24253,Thriller,Swedish,,,,,,,,,
The Girl with the Dragon Tattoo,2011,Yes,,tt1568346,65754,Thriller|Mystery,,,,,,,,,,
The Girl with the Dragon Tattoo (International),2009,Yes,,tt1132620,15472,Thriller,Swedish,,,,,,,,,
The Given Word,1962,,,tt0056322,59990,Drama,Portuguese,,,,,,,,,
The Glass Castle,2017,***Request,,tt2378507,336000,Drama,,,,,,,,,,
The Godfather,1972,Yes,,tt0068646,238,Crime,,Crime|1970s,,,,,,,,
The Godfather: Part II,1974,Yes,,tt0071562,240,Crime,,,,,,,,,,
The Godfather: Part III,1990,Yes,,tt0099674,242,Crime,,,,,,,,,,
The Gods Must Be Crazy,1980,Yes,,tt0080801,8393,Comedy,Mockumentary,Mockumentary,,,,,,,,
The Gold Rush,1925,Yes,,tt0015864,962,Comedy|Adventure,,,,,,,,,,
The Golden Compass,2007,,,tt0385752,2268,Fantasy,,,,,,,,,,
The Good Boss,2021,Yes,,tt13066182,820722,Comedy,Spanish,Test,,,,,,,,
The Good Die Young,1954,**Request,Youtube,tt0047040,47312,Crime,,,,,,,,,,
The Good Dinosaur,2015,Yes,,tt1979388,105864,3D Animation,,,,,,,,,,
The Good Girl,2002,**Request,,tt0279113,9962,Romance,,,,,,,,,,
The Good Shepherd,2006,*****Request,,tt0343737,1247,Drama,,,,,,,,,,
The Good the Bad and the Ugly,1966,Yes,,tt0060196,429,Western,,Western|1960s,,,,,,,,
The Goonies,1985,Yes,,tt0089218,9340,Family|Adventure,,Family|1980s,,,,,,,,
The Graduate,1967,Yes,,tt0061722,37247,Romance,,Romance|1960s,,,,,,,,
The Grand Budapest Hotel,2014,Yes,,tt2278388,120467,Dramedy,,Dramedy,,,,,,,,
The Grapes of Wrath,1940,,,tt0032551,596,Drama,,,,,,,,,,
The Gray Man,2022,Yes,,tt1649418,725201,Action|Espionage,,,,,,,,,,
The Great Beauty,2013,*Request,,tt2358891,179144,Drama,Italian,,,,,,,,,
The Great Debaters,2007,**Request,,tt0427309,14047,Drama|Biopic,Activism,,,,,,,,,
The Great Dictator,1940,Yes,,tt0032553,914,War,,1940s,,,,,,,,
The Great Escape,1963,**Request,,tt0057115,5925,War|Adventure,,,,,,,,,,
The Great Flamarion,1945,***Request,Youtube,tt0037749,35543,Mystery|Crime,Noir,,,,,,,,,
The Great Gatsby,2013,**Request,,tt1343092,64682,Drama,,,,,,,,,,
The Great Mouse Detective,1986,**Request,,tt0091149,9994,2D Animation,,,,,,,,,,
The Great Rupert,1950,*Request,PBS,tt0042524,50926,Christmas,,,,,,,,,,
The Greatest Game Ever Played,2005,Yes,,tt0388980,15487,Sports,,,,,,,,,,
The Greatest Showman,2017,Yes,,tt1485796,316029,Music|Biopic,,,,,,,,,,
The Green Hornet,2011,**Request,,tt0990407,40805,Superhero,,,,,,,,,,
The Green Knight,2021,Yes,,tt9243804,559907,Fantasy,,Fantasy|2020s,,,,,,,,
The Green Mile,1999,Yes,,tt0120689,497,Crime,,,,,,,,,,
The Grey,2011,Yes,,tt1601913,75174,Thriller,,Thriller,,,,,,,,
The Grifters,1990,,,tt0099703,18129,Crime,,,,,,,,,,
The Guilt Trip,2012,,,tt1694020,82687,Comedy,,,,,,,,,,
The Guns of Navarone,1961,***Request,,tt0054953,10911,War,,,,,,,,,,
The Half of It,2020,Yes,,tt9683478,597219,RomCom,LGBTQ,,,,,,,,,
The Hand of God,2021,Yes,,tt12680684,722778,Drama,Italian,,,,,,,,,
The Handmaiden,2016,Yes,,tt4016934,290098,Drama|Thriller|Romance,Korean|Period|LGBTQ,,,4.5,,,,,,
The Hangover,2009,Yes,,tt1119646,18785,Comedy,,Comedy,,,,,,,,
The Hangover Part II,2011,**Request,,tt1411697,45243,Comedy,,,,,,,,,,
The Hangover Part III,2013,**Request,,tt1951261,109439,Comedy,,,,,,,,,,
The Happening,2008,Yes,,tt0949731,8645,Thriller,GoodBad,GoodBad,,,,,,,,https://musicart.xboxlive.com/7/a2b61100-0000-0000-0000-000000000002/504/image.jpg?w=1920&h=1080
The Harder They Fall,2021,***Request,,tt10696784,618162,Western,,,,,,,,,,
The Hasty Heart,1949,**Request,,tt0041445,74286,Drama|War,,,,,,,,,,
The Hateful Eight,2015,Yes,,tt3460252,273248,Western,,,,,,,,,,
The Heat,2013,Yes,,tt2404463,136795,Action|Crime,Boston,,,,,,,,,
The Hebrew Hammer,2003,**Request,,tt0317640,19187,Christmas,,,,,,,,,,
The Help,2011,Yes,,tt1454029,50014,Drama,,,,,,,,,,
The Hidden Fortress,1958,***Request,,tt0051808,1059,Action|Adventure,Japanese,,,,,,,,,
The Highwaymen,2019,**Request,,tt1860242,500682,Crime|History|Biopic,,,,,,,,,,
The Hitch Hiker,1953,**Request,Youtube,tt0045877,41462,Crime,Noir,,,,,,,,,
The Hitchhikers Guide to the Galaxy,2005,Yes,,tt0371724,7453,SciFi|Comedy,,,,,,,,,,
The Hitman's Bodyguard,2017,*Request,,tt1959563,390043,Action|Comedy,,,,,,,,,,
The Hobbit: An Unexpected Journey,2012,Yes,,tt0903624,49051,Fantasy,,,,,,,,,,
The Hobbit: The Battle of Five Armies,2014,Yes,,tt2310332,122917,Fantasy,,,,,,,,,,
The Hobbit: The Desolation of Smaug,2013,Yes,,tt1170358,57158,Fantasy,,,,,,,,,,
The Holdovers,2023,Yes,,tt14849194,840430,Dramedy|Drama|Comedy|Christmas,,,,,,,,,,
The Holiday,2006,Yes,,tt0457939,1581,Christmas|Romance,,,,,,,,,,
The Holy Mountain,1973,****Request,,tt0071615,8327,Fantasy|Adventure,Spanish,,,,,,,,,
The Holy Mountain,1973,,,tt0071615,8327,Religion,Spanish,,,,,,,,,
The Hoodlum,1951,*Request,Youtube,tt0043655,47256,Crime,Noir,,,,,,,,,
The Host,,****Request,,tt0468492,1255,Monster|Horror|SciFi,Korean,,,,,,,,,
The Hours,2002,***Request,,tt0274558,590,Drama|Romance,,,,,,,,,,
The House Bunny,2008,Yes,,tt0852713,12620,Comedy|RomCom,,,,,,,,,,
The House of Yes,1997,*Request,,tt0119324,33344,Comedy,,,,,,,,,,
The Human Condition I: No Greater Love,1959,**Request,,tt0053114,31217,War|History,,,,,,,,,,
The Human Condition II: Road to Eternity,1959,**Request,,tt0053115,34528,War|History,,,,,,,,,,
The Human Condition III: A Soldier's Prayer,1961,***Request,,tt0055233,34530,War|History,Japanese,,,,,,,,,
The Humans,2021,***Request,,tt10023286,588367,Drama,,,,,,,,,,
The Hummingbird Project,2018,*****Request,,tt6866224,489243,Thriller|Finance,,,,,,,,,,
The Hunchback of Notre Dame,1996,Yes,,tt0116583,10545,2D Animation,,,,,,,,,,
The Hundred Foot Journey,2014,Yes,,tt2980648,228194,Romance,,,,,,,,,,
The Hunger Games,2012,Yes,,tt1392170,70160,Apocalypse|Action,,2010s,,,,,,,,
The Hunger Games: Catching Fire,2013,Yes,,tt1951264,101299,Apocalypse|Action,,,,,,,,,,
The Hunger Games: Mockingjay Part 1,2014,Yes,,tt1951265,131631,Apocalypse|Action,,,,,,,,,,
The Hunger Games: Mockingjay Part 2,2015,Yes,,tt1951266,131634,Apocalypse|Action,,,,,,,,,,
The Hunt,2012,Arr,,tt2106476,103663,Drama,Danish,,,,,,,,,
The Hunt for Red October,1990,**Request,,tt0099810,1669,Action|War,,,,,,,,,,
The Hurt Locker,2008,Yes,,tt0887912,12162,War|Action,,,,,,,,,,
The Hustler,1961,****Request,,tt0054997,990,Drama|Sports,,,,,,,,,,
The Hustler,1961,**Request,,tt0054997,990,Sports|Drama,,,,,,,,,,
The Ides of March,2011,Yes,,tt1124035,10316,Politics,,,,,,,,,,
The Illusionist,2006,Yes,,tt0443543,1491,Mystery,,Mystery,,,,,,,,
The Imaginarium of Doctor Parnassus,2009,Yes,,tt1054606,8054,Adventure|Fantasy,,,,,,,,,,
The Imitation Game,2014,Yes,,tt2084970,205596,Biopic|Drama,,,,,,,,,,
The Immigrant,2013,,,tt1951181,152599,Romance,,,,,,,,,,
The Impossible,2012,***Request,,tt1649419,80278,History,Spanish,,,,,,,,,
The Incredible Hulk,2008,**Request,,tt0800080,1724,Superhero,,,,,,,,,,
The Incredibles,2004,Yes,,tt0317705,9806,3D Animation|Superhero,,3D Animation|2000s,,,,,,,,
The Indian in the Cupboard,1995,***Request,,tt0113419,11359,Family|Fantasy,,,,,,,,,,
The Informant!,2009,Yes,,tt1130080,11323,Crime|Politics,,,,,,,,,,
The Insider,1999,Yes,,tt0140352,9008,Legal,,,,,,,,,,
The Inspection,2022,**Request,,tt13495458,837938,Drama,,,,,,,,,,
The Inspector General,1949,,PBS,tt0041509,40206,Music|RomCom,,,,,,,,,,
The Intern,2015,*Request,,tt2361509,257211,Comedy,,,,,,,,,,
The International,2009,******Request,,tt0963178,4959,Action|Espionage|Finance,,,,,,,,,,
The Internship,2013,***Request,,tt2234155,116741,Comedy,,,,,,,,,,
The Interview,2014,Yes,,tt2788710,228967,Comedy|Espionage,,,,3.5,,,,,,
The Intouchables,2011,Yes,,tt1675434,77338,Drama,,,,,,,,,,
The Invention of Lying,2009,Yes,,tt1058017,23082,Supernatural|Comedy,,,,,,,,,,
The Invisible Guest,2016,*****Request,,tt4857264,411088,Mystery|Thriller,Spanish,,,,,,,,,
The Invisible Man,2020,****Request,,tt1051906,570670,Horror,,,,,,,,,,
The Invisible Man,2020,****Request,,tt1051906,570670,Horror|Supernatural,,,,,,,,,,
The Irishman,2019,Yes,,tt1302006,398978,Crime,,,,,,,,,,
The Iron Claw,2023,Arr - U,,tt21064584,850165,Biopic|Drama|Sport,,,,,,,,,,
The Iron Giant,1999,Yes,,tt0129167,10386,2D Animation|SciFi,,2D Animation,,,,,,,,
The Italian Job,2003,Yes,,tt0317740,9654,Heist,,Heist,,,,,,,,
The Jerk ,1979,****Request,,tt0079367,6471,Comedy,,,,,,,,,,
The Judge,2014,Yes,,tt1872194,205587,Legal,,,,,,,,,,
The Junction Boys,2002,,,tt0338619,102046,Sports,,,,,,,,,,
The Jungle Book,1967,Yes,,tt0061852,9325,2D Animation,,,,,,,,,,
The Karate Kid,1984,Yes,,tt0087538,1885,Sports,,,,,,,,,,
The Kashmir Files,2022,Yes,,tt10811166,900783,Religion|Thriller|History,Hindi,,,,,,,,,
The Kennel Murder Case,1933,,,tt0024210,53873,Mystery,,,,,,,,,,
The Kid,1921,,,tt0012349,10098,Dramedy,,,,,,,,,,
The Kids Are All Right,2010,,,tt0842926,39781,Dramedy,,,,,,,,,,
The Killer,2023,Yes,,tt1136617,800158,Action|Crime|Thriller,,,,,,,,,,
The Killers,1964,**Request,,tt0058262,24229,Crime|Mystery,,,,,,,,,,
The Killing,1956,**Request,,tt0049406,247,Heist,,,,,,,,,,
The Killing Fields,1984,*****Request,,tt0087553,625,History,,,,,,,,,,
The Killing of a Sacred Deer,2017,Yes,,tt5715874,399057,Drama|Mystery|Thriller,,,,,,,,,,
The King,2019,Yes,,tt7984766,504949,Drama|History|War,,,,,,,,,,
The King of Comedy,1982,*Request,,tt0085794,262,Comedy,,,,,,,,,,
The King of New Orleans,2015,**Request,,tt4424812,845691,Music|Drama,,,,,,,,,,
The King of Staten Island,2020,***Request,,tt9686708,579583,Comedy,,,,,,,,,,
The King's Daughter,2022,,,tt2328678,245842,Family|Fantasy,,,,,,,,,,
The King's Man,2021,,,tt6856242,476669,Action|Espionage,,,,,,,,,,
The King's Speech,2010,Yes,,tt1504320,45269,History|Drama,,,,,,,,,,
The Kings of Summer,2013,****Request,,tt2179116,156700,Adventure|Dramedy,,,,,,,,,,
The Kiss,1929,,,tt0020062,30631,Romance,,,,,,,,,,
The Lady Vanishes,1938,Yes,,tt0030341,940,Mystery|Thriller,,,,,,,,,,
The Lake House,2006,****Request,,tt0410297,2044,Romance|Supernatural,,,,,,,,,,
The Land,1969,*****Request,,tt0064038,123648,Drama,Arabic,,,,,,,,,
The Last American Hero,1973,,,tt0070287,31605,Sports,,,,,,,,,,
The Last Black Man in San Francisco,2019,Yes,,tt4353250,522039,Drama,,,,,,,,,,
The Last Duel,2021,Yes,,tt4244994,617653,History|Drama,,History,,,,,,,,
The Last Emperor,1987,*Request,,tt0093389,746,Drama,,,,,,,,,,
The Last Full Measure,2019,,,tt0783640,442065,Biopic|War,,,,,,,,,,
The Last King of Scotland,2006,Yes,,tt0455590,1523,Biopic|History,,,,,,,,,,
The Last Man on Earth,1964,Yes,,tt0058700,21159,Monster|Apocalypse,,,,,,,,,,
The Last Mimzy,2007,,,tt0768212,2267,Supernatural,,,,,,,,,,
The Last of Sheila,1973,*****Request,,tt0070291,26331,Mystery|Crime,,,,,,,,,,
The Last of the Mohicans,1992,Yes,,tt0104691,9361,Adventure|History,,,,,,,,,,
The Last Picture Show,1971,,,tt0067328,25188,Drama,,,,,,,,,,
The Last Samurai,2003,Yes,,tt0325710,616,Action|Drama|War,,,,,,,,,,
The Last Sharknado: It's About Time,2018,,,tt8031422,523849,Horror,GoodBad,,,,,,,,,
The Last Song,2010,****Request,,tt1294226,35690,Romance|Drama,,,,,,,,,,
The Last Temptation of Christ,1988,**Request,,tt0095497,11051,Religion,,,,,,,,,,
The Laundromat,2019,**Request,,tt5865326,517909,Crime|Comedy,,,,,,,,,,
The Lavender Hill Mob,1951,,,tt0044829,32961,Heist|Comedy,,,,,,,,,,
The Law,1990,Yes,,tt0100784,65482,Drama|Romance,Fulah,,,,,,,,,
The League of Extraordinary Gentlemen,2003,Yes,,tt0311429,8698,Adventure|Supernatural,,,,,,,,,,
The Legend of 1900,1998,*****Request,,tt0120731,10376,Romance|Music|Drama,,,,,,,,,,
The Legend of Bagger Vance,2000,*****Request,,tt0146984,4958,Sports|Supernatural,,,,,,,,,,
The Legend of Zelda: The Hero of Time,2009,,,tt1808555,27876,Adventure|Fantasy,Video Game,,,,,,,,,
The Legend of Zelda: The Sage of Darkness,2008,,,tt2553428,,Fantasy,Video Game,,,,,,,,,
The Legend of Zorro,2005,Yes,,tt0386140,1656,Action,,,,,,,,,,
The Lego Batman Movie,2017,Yes,,tt4116284,324849,3D Animation,,,,,,,,,,
The Lego Movie,2014,Yes,,tt1490017,137106,3D Animation,,3D Animation,,,,,,,,
The Lego Movie 2: The Second Part,2019,Yes,,tt3513498,280217,3D Animation,,,,,,,,,,
The Lego Ninjago Movie,2017,Yes,,tt3014284,274862,3D Animation,,,,,,,,,,
The Leopard,1963,**Request,,tt0057091,1040,Politics,Italian,,,,,,,,,
The Leprechaun's Christmas Gold,1981,,,tt0223634,50933,Christmas,,,,,,,,,,
The Life & Adventures of Santa Claus,2000,,,tt0267675,118727,Christmas,,,,,,,,,,
The Life Aquatic with Steve Zissou,2004,Yes,,tt0362270,421,Dramedy,,,,,,,,,,
The Life of David Gale,2003,***Request,,tt0289992,11615,Crime|Legal,,,,,,,,,,
The Light Between Oceans ,2016,,,tt2547584,283552,Romance|Drama,,,,,,,,,,
The Lighthouse,2019,Yes,,tt7984734,503919,Thriller,,Thriller,,,,,,,,
The Limey,1999,****Request,,tt0165854,10388,Crime|Drama|Mystery,,,,,,,,,,
The Lincoln Lawyer,2011,*Request,,tt1189340,50348,Legal,,,,,,,,,,
The Lion in Winter,1968,***Request,,tt0063227,18988,Biopic|History|Drama,,,,,,,,,,
The Lion in Winter,1968,Yes,,tt0063227,18988,Drama|History,,,,,,,,,,
The Lion King,1994,Yes,,tt0110357,8587,2D Animation,,2D Animation,,,,,,,,
The Lion King 1 1/2,2004,Yes,,tt6338764,11430,2D Animation,,,,,,,,,,
The Lion King II Simbas Pride,1998,Yes,,tt0120131,9732,2D Animation,,,,,,,,,,
The Little Drummer Boy,1968,Yes,,tt0063230,18846,Christmas,,,,,,,,,,
The Little Girl Who Lives Down the Lane,1976,***Request,,tt0074806,19971,Horror|Thriller,,,,,,,,,,
The Little Hours,2017,******Request,,tt5666304,411873,Comedy,,,,,,,,,,
The Little Mermaid,1989,Yes,,tt0097757,10144,2D Animation,,,,,,,,,,
The Little Prince,2015,***Request,,tt1754656,309809,3D Animation,,,,,,,,,,
The Little Princess,1939,Yes,,tt0031580,26531,,,,,,,,,,,
The Little Things,2021,Yes,,tt10016180,602269,Crime|Mystery,,,,,,,,,,
The Lives of Others,2006,Yes,,tt0405094,582,Espionage,German,Espionage,,,,,,,,
The Lobster,2015,Yes,,tt3464902,254320,Romance|Drama,,Romance,,,,,,,,
The Loft,2014,Yes,,tt1850397,72784,Thriller|Mystery,,,,,,,,,,
The Long Goodbye,1973,****Request,,tt0070334,1847,Mystery|Comedy|Crime,,,,,,,,,,
The Long Walk Home,1990,,,tt0100046,51763,Drama|History,Activism,,,,,,,,,
The Longest Day,1962,**Request,,tt0056197,9289,War,,,,,,,,,,
The Longest Ride ,2015,**Request,,tt2726560,228205,Romance|Drama,,,,,,,,,,
The Longest Yard,1974,**Request,,tt0071771,4985,Sports,,,,,,,,,,
The Longest Yard,2005,Yes,,tt0398165,9291,Sports,,,,,,,,,,
The Lookout,2007,,,tt0427470,8270,Heist,,,,,,,,,,
The Lost Boys,1987,****Request,,tt0093437,1547,Monster,,,,,,,,,,
The Lost Daughter,2021,Yes,,tt9100054,554230,Drama,,,,,,,,,,
The Love Bug,1968,**Request,,tt0064603,14136,Sports,,,,,,,,,,
The Loved Ones,2009,,,tt1316536,46420,Horror,Australia,,,,,,,,,
The Lovely Bones,2009,****Request,,tt0380510,7980,Supernatural|Thriller|Drama,,,,,,,,,,
The Lovely Bones,2009,**Request,,tt0380510,7980,Fantasy|Drama,,,,,,,,,,
The Machinist,2004,**Request,,tt0361862,4553,Thriller,,,,,,,,,,
The Magic Box,1952,Arr - X,,tt0043769,80596,Biopic|Drama,,,,,,,,,,
The Magical Cloak,1964,***Request,,tt2081359,173322,Fantasy,Azerbaijani,,,,,,,,,
The Magnificent Ambersons,1942,***Request,,tt0035015,965,Romance,,,,,,,,,,
The Magnificent Seven,1960,*Request,,tt0054047,966,Western,,,,,,,,,,
The Magnificent Seven,2016,Yes,,tt2404435,333484,Western,,,,,,,,,,
The Maltese Falcon,1941,Yes,,tt0033870,963,Mystery,,1940s,,,,,,,,
The Man From London,2007,****Request,,tt0415127,31262,Mystery|Crime,Hungarian,,,,,,,,,
The Man Who Changed His Mind,1936,**Request,Youtube,tt0027938,30640,Horror|SciFi,,,,,,,,,,
The Man Who Cheated Himself,1950,*Request,Youtube,tt0042707,38751,Crime,Noir,,,,,,,,,
The Man Who Could Work Miracles,1936,*****Request,Youtube,tt0029201,68849,Supernatural,,,,,,,,,,
The Man Who Shot Liberty Valance,1962,Yes,,tt0056217,11697,Western,,Western,,,,,,,,
The Man Who Wasn't There,2001,**Request,,tt0243133,10778,Crime,,,,,,,,,,
The Man Who Wasn't There,2001,Yes,,tt0243133,10778,Crime|Drama,,,,,,,,,,
The Man Who Would Be King,1975,*Request,,tt0073341,983,Adventure,,,,,,,,,,
The Man with the Iron Heart,2017,**Request,,tt3296908,339259,War,BATS,,,,,,,,,
The Man with Two Brains,1983,*****Request,,tt0085894,11591,SciFi|RomCom,,,,,,,,,,
